1.000000000000000000e+00 1.491772666464319386e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.666486918540580398e-01
1.000000000000000000e+00 8.096133926321228413e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.907670572037321488e-01
1.000000000000000000e+00 9.945588729962417940e-02 0.000000000000000000e+00 4.980781482510499014e-02 0.000000000000000000e+00
1.000000000000000000e+00 9.450475387787569126e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.001811508027410369e-01
1.000000000000000000e+00 7.532929223962832044e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.245512138071172892e-01
1.000000000000000000e+00 6.613897901150216363e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.551308286012936577e-02
1.000000000000000000e+00 6.744028928765174458e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.240535916488113122e-01
1.000000000000000000e+00 6.734873845393412051e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.160243365873738330e-02
1.000000000000000000e+00 1.804560716815457599e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.481785572237314774e-01
1.000000000000000000e+00 3.732174642125168917e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.063430114203071541e-01
1.000000000000000000e+00 7.951079093872678305e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.996534249081339141e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.409941102600287932e-01
1.000000000000000000e+00 8.679599190681754894e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.967223421800662342e-01
1.000000000000000000e+00 8.435937982297805338e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.322610667462968514e-01
1.000000000000000000e+00 5.631163099577729536e-02 0.000000000000000000e+00 7.350290587808605558e-02 0.000000000000000000e+00
1.000000000000000000e+00 6.539209569851484050e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.546308573606775205e-01
1.000000000000000000e+00 7.807775775490323200e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.388188523499751970e-01
1.000000000000000000e+00 2.613309151037024325e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.672413963678101023e-01
1.000000000000000000e+00 4.375779805144253132e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.900085518177806909e-01
1.000000000000000000e+00 9.204047441640212934e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.809143542584074726e-02
1.000000000000000000e+00 6.942830013006634493e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.807858626961775572e-01
1.000000000000000000e+00 6.846975233871785971e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.488618997002848277e-01
1.000000000000000000e+00 1.634350523205196914e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.303279798145819512e-02
1.000000000000000000e+00 1.933872637779019410e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.789955096072128438e-01
1.000000000000000000e+00 1.501706046197252009e-01 0.000000000000000000e+00 1.023693098697020520e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.943616863886136192e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.211157410476828566e-01
1.000000000000000000e+00 8.497629735494296455e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505743015509681593e-01
1.000000000000000000e+00 6.347340082219101731e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.154066998342534678e-01
1.000000000000000000e+00 6.404487110478123135e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.030908947223577510e-01
1.000000000000000000e+00 7.841929049823281872e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.296660443619086722e-01
1.000000000000000000e+00 2.523872458515643569e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.170281894499725084e-02
1.000000000000000000e+00 1.946648531199983712e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.533857705761917822e-01
1.000000000000000000e+00 5.380910147160097301e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.148414023886896063e-01
1.000000000000000000e+00 9.342028473878251082e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.570613419098565888e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.064645540830222226e-01
1.000000000000000000e+00 5.552491100389296275e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.414008021555704930e-01
1.000000000000000000e+00 8.886521232457663677e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.209067384983180116e-01
1.000000000000000000e+00 3.593438073198629290e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.332986026069996832e-02
1.000000000000000000e+00 9.417144288684164977e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.255123295171190145e-01
1.000000000000000000e+00 7.307303458458158651e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.867863189273138769e-02
1.000000000000000000e+00 6.954073315106612529e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.995487281707580829e-01
1.000000000000000000e+00 7.376968705326176767e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.160497534372307626e-03
1.000000000000000000e+00 1.049014498182159194e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.101233389291886633e-01
1.000000000000000000e+00 5.482210299257803676e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.028558755842612804e-01
1.000000000000000000e+00 6.280168616709314033e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.197394034037835286e-02
1.000000000000000000e+00 4.468414113311932612e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.153115050274507780e-01
1.000000000000000000e+00 0.000000000000000000e+00 6.150049646401312131e-03 0.000000000000000000e+00 2.557381753859895301e-01
1.000000000000000000e+00 4.683835271821739088e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.438908688320597040e-01
1.000000000000000000e+00 9.287450857200265641e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.769490673841631612e-01
1.000000000000000000e+00 9.141532818245700076e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.947875962355570367e-01
